record_id,date,property_type,location,competitor_price,dynamic_price,demand_forecast,available_units,units_sold,revenue,resource_utilization,customer_id,customer_age,customer_gender,loyalty_tier,booking_channel,booking_lead_time_days,segment,campaign_id,promo_sent,promo_response,promo_click_rate,sentiment_score,ancillary_purchase,avg_spend_on_site,staff_hours,maintenance_flag,energy_consumption,delay_minutes,risk_level,route_distance_km,flight_speed_knots,fdm_anomaly_flag
247,2024-02-19,Hotel,JFK,203.5,249.39,0.73,161,120,29926.8,0.745,26562,54,F,Silver,Agent,94,Business,NONE,False,False,0.0,0.72,True,45.49,8.4,True,78.43,12.35,Low,,,
248,2024-03-28,Hotel,JFK,179.13,229.54,0.78,88,68,15608.72,0.773,41269,33,M,None,OTA,5,Other,NONE,False,False,0.0,-0.97,False,128.58,6.29,False,180.53,8.83,Medium,,,
249,2024-09-28,Hotel,JFK,336.05,393.4,0.67,219,150,59010.0,0.685,46906,58,F,Silver,OTA,85,Leisure,NONE,False,False,0.0,0.39,False,71.38,7.0,False,105.24,16.89,Medium,,,
250,2024-09-02,Hotel,DXB,224.09,302.12,0.85,281,237,71602.44,0.843,18649,68,M,Silver,Corporate,4,Business,CAMP_B,True,False,0.24,0.21,True,24.92,6.18,False,151.28,19.93,Low,,,
251,2024-12-21,Hotel,DXB,212.63,313.13,0.97,143,140,43838.2,0.979,10320,34,M,Gold,Direct,9,Business,CAMP_C,True,False,0.33,0.36,False,19.67,10.47,False,79.44,3.4,Low,,,
252,2024-03-14,Hotel,JFK,249.06,247.33,0.49,157,78,19291.74,0.497,34125,22,M,None,Direct,95,Leisure,CAMP_B,True,False,0.35,-0.19,True,42.67,2.59,False,102.62,22.5,Low,,,
253,2024-02-12,Hotel,DXB,234.85,242.55,0.53,281,152,36867.6,0.541,40078,20,M,Gold,OTA,81,Family,CAMP_A,True,False,0.08,0.5,False,190.14,7.07,False,127.99,4.41,Medium,,,
254,2024-09-23,Hotel,HKG,291.37,364.13,0.75,93,69,25124.97,0.742,30039,65,M,None,Agent,113,Leisure,CAMP_A,True,False,0.33,-0.46,True,31.49,7.39,False,128.55,0.37,Low,,,
255,2024-11-04,Flight,JFK,461.92,660.23,0.93,134,123,81208.29,0.918,17570,63,F,Silver,OTA,39,Leisure,CAMP_A,True,False,0.16,0.33,False,48.12,28.55,False,2125.41,10.78,Low,5457.0,771.69,False
256,2024-03-31,Flight,CDG,500.14,537.66,0.58,329,185,99467.1,0.562,22043,63,M,Gold,OTA,65,Leisure,CAMP_B,True,True,0.2,-0.39,False,32.04,35.56,False,1979.24,78.44,Low,7754.0,875.22,False
257,2024-12-22,Hotel,SYD,190.14,208.96,0.6,77,50,10448.0,0.649,41041,56,M,None,Agent,43,Leisure,NONE,False,False,0.0,-0.0,False,11.51,11.14,False,126.97,10.18,Low,,,
258,2024-02-20,Hotel,CDG,256.15,316.9,0.74,107,80,25352.0,0.748,43260,22,M,None,Direct,98,Leisure,NONE,False,False,0.0,0.16,False,11.61,7.13,False,122.41,3.68,Low,,,
259,2024-06-07,Hotel,SIN,254.51,292.06,0.65,83,57,16647.42,0.687,30426,25,M,None,Corporate,25,Business,CAMP_B,True,False,0.18,0.11,True,66.66,6.21,False,227.46,12.17,Low,,,
260,2024-06-15,Hotel,JFK,202.46,230.37,0.64,51,33,7602.21,0.647,22443,69,F,None,Agent,74,Other,CAMP_A,True,False,0.11,0.29,False,114.81,7.13,True,137.58,4.86,Low,,,
261,2024-09-26,Hotel,CDG,270.22,383.75,0.92,140,129,49503.75,0.921,34422,58,M,Silver,OTA,42,Business,NONE,False,False,0.0,0.07,False,28.79,7.96,False,102.98,6.48,Medium,,,
262,2024-08-29,Hotel,SIN,129.37,151.3,0.67,156,104,15735.2,0.667,31103,18,F,None,OTA,90,Business,NONE,False,False,0.0,-0.24,False,117.63,6.48,False,206.15,7.78,Low,,,
263,2024-05-22,Hotel,SIN,287.98,329.33,0.64,274,180,59279.4,0.657,23833,63,M,Gold,OTA,59,Leisure,CAMP_A,True,False,0.47,-0.09,False,52.03,11.65,False,191.3,7.68,Low,,,
264,2024-12-20,Hotel,DXB,173.89,211.12,0.71,188,133,28078.96,0.707,22936,26,F,None,Direct,70,Business,NONE,False,False,0.0,0.3,True,10.11,6.61,False,201.28,2.57,Low,,,
265,2024-06-13,Flight,CDG,783.18,783.14,0.5,394,196,153495.44,0.497,36048,31,F,None,OTA,29,Leisure,CAMP_C,True,False,0.26,0.37,False,53.88,27.53,False,1906.15,1.61,Low,13763.0,811.61,False
266,2024-07-30,Hotel,CDG,194.7,271.82,0.9,190,172,46753.04,0.905,20725,50,F,None,Agent,35,Business,NONE,False,False,0.0,-1.03,True,2.87,6.78,False,153.57,4.69,Medium,,,
267,2024-11-06,Hotel,LHR,149.32,155.85,0.54,108,60,9351.0,0.556,14672,57,M,Silver,Direct,92,Leisure,NONE,False,False,0.0,0.38,True,25.29,9.4,False,119.4,0.1,Low,,,
268,2024-10-10,Flight,LHR,760.74,1019.34,0.84,378,318,324150.12,0.841,26737,35,M,Platinum,Corporate,51,Business,CAMP_A,True,True,0.23,-0.07,True,44.11,27.27,False,2316.47,24.68,Low,2307.0,831.71,False
269,2024-07-18,Hotel,JFK,186.93,206.19,0.6,65,43,8866.17,0.662,18270,34,M,Silver,OTA,50,Leisure,NONE,False,False,0.0,0.99,True,53.9,7.03,False,136.28,17.01,Low,,,
270,2024-01-06,Hotel,HKG,178.73,257.37,0.94,220,206,53018.22,0.936,40609,28,M,None,Corporate,32,Leisure,NONE,False,False,0.0,-0.08,False,53.23,8.28,False,108.67,6.7,Low,,,
271,2024-02-09,Hotel,LHR,158.31,218.65,0.88,163,145,31704.25,0.89,14913,35,M,Gold,OTA,113,Business,CAMP_C,True,False,0.11,0.35,False,21.27,7.17,True,145.27,0.17,Medium,,,
272,2024-10-14,Flight,HKG,364.48,446.97,0.73,266,196,87606.12,0.737,17763,49,M,None,OTA,33,Business,CAMP_A,True,False,0.05,0.32,True,35.23,25.68,False,1746.83,38.97,Low,8666.0,880.63,False
273,2024-09-30,Hotel,DXB,284.36,311.83,0.6,83,50,15591.5,0.602,30965,34,F,None,Agent,73,Family,CAMP_A,True,False,0.21,-0.38,False,53.66,6.1,False,48.69,26.28,Low,,,
274,2024-06-03,Flight,LHR,660.87,841.41,0.77,276,214,180061.74,0.775,42691,57,F,None,Corporate,3,Leisure,CAMP_A,True,True,0.2,0.82,True,23.7,26.54,False,1948.91,18.49,Low,13566.0,768.45,False
275,2024-11-21,Flight,SYD,592.45,744.34,0.76,156,115,85599.1,0.737,12543,24,M,Gold,Corporate,22,Business,CAMP_A,True,True,0.54,0.34,False,45.98,38.09,False,2162.43,25.07,Low,5693.0,846.31,False
276,2024-08-03,Hotel,SYD,181.67,225.38,0.74,235,170,38314.6,0.723,44297,59,M,Silver,Agent,63,Business,CAMP_B,True,False,0.2,0.03,True,120.73,8.84,False,104.14,8.95,Low,,,
277,2024-07-25,Flight,SIN,673.2,795.68,0.68,154,104,82750.72,0.675,27863,49,M,None,OTA,12,Business,CAMP_B,True,True,0.51,0.95,False,78.77,32.27,False,2808.11,12.33,Low,11953.0,817.07,False
278,2024-09-18,Flight,LHR,637.83,1021.51,1.1,234,234,239033.34,1.0,49089,40,F,Platinum,Corporate,14,Business,CAMP_B,True,True,0.25,0.38,False,27.85,31.34,False,2251.25,13.43,Low,3309.0,817.26,False
279,2024-10-17,Hotel,SIN,201.53,272.63,0.85,125,102,27808.26,0.816,35156,68,M,None,OTA,40,Leisure,NONE,False,False,0.0,-0.43,False,80.37,7.92,False,142.84,7.67,Low,,,
280,2024-07-11,Hotel,JFK,259.38,296.63,0.64,238,154,45681.02,0.647,12668,69,F,None,Agent,65,Other,CAMP_C,True,False,0.28,-0.71,True,121.13,7.41,False,219.25,4.74,Low,,,
281,2024-06-17,Hotel,CDG,216.88,299.43,0.88,178,151,45213.93,0.848,16621,40,F,Gold,Agent,109,Business,CAMP_A,True,False,0.46,-0.46,True,37.08,7.65,False,199.83,1.56,Low,,,
282,2024-07-15,Flight,SIN,360.0,335.69,0.43,345,147,49346.43,0.426,13930,43,M,Silver,Corporate,12,Business,CAMP_A,True,False,0.12,0.64,True,86.03,34.56,False,1457.24,43.31,Low,3215.0,915.61,False
283,2024-08-13,Hotel,SYD,126.44,138.93,0.6,256,152,21117.36,0.594,18946,65,F,None,Direct,93,Leisure,NONE,False,False,0.0,0.33,True,86.95,4.66,False,167.71,4.74,Low,,,
284,2024-05-18,Hotel,HKG,153.82,202.55,0.82,251,205,41522.75,0.817,19633,31,F,Silver,Direct,4,Leisure,CAMP_A,True,False,0.55,0.37,False,32.14,7.95,True,126.91,7.59,Medium,,,
285,2024-11-05,Flight,SYD,398.01,484.04,0.72,336,236,114233.44,0.702,14386,69,M,Gold,Direct,44,Business,NONE,False,False,0.0,0.32,False,42.37,38.57,False,2095.49,35.05,Low,11667.0,831.99,False
286,2024-05-07,Hotel,SYD,178.03,195.65,0.6,218,130,25434.5,0.596,32132,59,F,Gold,Corporate,18,Leisure,CAMP_C,True,True,0.01,1.05,True,28.57,11.9,False,155.87,14.24,Low,,,
287,2024-06-28,Hotel,SIN,274.89,369.12,0.84,119,103,38019.36,0.866,19861,50,F,Gold,Agent,41,Leisure,CAMP_A,True,False,0.41,0.6,True,22.21,7.31,False,185.92,16.45,Low,,,
288,2024-10-04,Hotel,HKG,208.6,251.53,0.71,62,44,11067.32,0.71,43517,54,M,None,OTA,103,Business,CAMP_B,True,True,0.59,-0.14,False,12.4,3.87,False,125.21,2.68,Low,,,
289,2024-11-09,Hotel,HKG,213.53,257.91,0.71,283,202,52097.82,0.714,40916,42,F,Platinum,Direct,61,Business,NONE,False,False,0.0,0.14,False,32.33,9.85,False,185.62,8.38,Low,,,
290,2024-08-04,Flight,HKG,530.79,599.34,0.63,321,197,118069.98,0.614,28558,47,M,Platinum,Agent,31,Family,NONE,False,False,0.0,-0.39,True,40.44,33.98,False,1481.25,4.57,Low,6275.0,802.2,False
291,2024-01-25,Hotel,SYD,150.3,187.82,0.75,290,221,41508.22,0.762,16972,55,M,Silver,Corporate,4,Family,CAMP_A,True,False,0.49,-1.32,True,22.64,5.98,False,170.22,6.0,Medium,,,
292,2024-03-02,Hotel,CDG,208.49,238.75,0.65,72,43,10266.25,0.597,39519,59,M,None,Agent,31,Business,CAMP_A,True,True,0.47,-0.0,True,72.38,8.53,True,116.56,1.35,Medium,,,
293,2024-03-23,Hotel,SYD,96.11,103.2,0.57,154,92,9494.4,0.597,24784,36,F,None,Corporate,87,Other,NONE,False,False,0.0,0.74,True,119.24,3.15,False,120.07,12.46,Low,,,
294,2024-09-11,Hotel,SIN,227.41,283.34,0.75,54,36,10200.24,0.667,19568,29,F,Silver,Agent,62,Family,CAMP_A,True,False,0.49,0.42,False,59.36,6.88,False,143.62,1.13,Medium,,,
295,2024-09-05,Hotel,LHR,137.68,188.16,0.87,269,234,44029.44,0.87,35126,19,F,Gold,Direct,44,Family,NONE,False,False,0.0,0.43,True,136.94,9.96,False,229.45,1.9,Medium,,,
296,2024-04-22,Hotel,HKG,160.17,222.25,0.89,252,223,49561.75,0.885,16209,19,F,None,Agent,10,Leisure,CAMP_B,True,False,0.15,1.32,True,51.53,6.55,False,135.25,8.2,Low,,,
297,2024-09-01,Hotel,SYD,245.43,311.34,0.77,198,155,48257.7,0.783,36670,29,F,Platinum,Direct,91,Other,CAMP_A,True,True,0.31,1.28,True,75.29,5.45,False,157.52,1.96,Low,,,
298,2024-08-11,Flight,LHR,514.49,517.76,0.51,388,194,100445.44,0.5,30829,65,M,Gold,Agent,65,Leisure,NONE,False,False,0.0,0.1,True,10.83,30.53,False,1668.51,7.65,Low,10818.0,829.36,False
299,2024-11-30,Hotel,HKG,177.88,253.57,0.93,68,57,14453.49,0.838,34803,49,M,None,Agent,73,Leisure,CAMP_A,True,False,0.38,-0.6,False,14.73,8.04,False,161.86,6.33,High,,,
300,2024-01-22,Hotel,LHR,184.07,221.36,0.7,177,119,26341.84,0.672,43408,28,F,None,OTA,94,Leisure,CAMP_A,True,False,0.14,0.02,True,80.69,12.82,False,192.89,7.32,Medium,,,
301,2024-09-14,Flight,LHR,354.72,368.45,0.54,207,112,41266.4,0.541,31019,45,M,Gold,OTA,58,Business,CAMP_A,True,False,0.14,-1.04,True,107.69,24.39,False,1760.49,2.24,Low,13675.0,841.58,False
302,2024-11-15,Hotel,CDG,272.56,387.14,0.92,215,195,75492.3,0.907,42196,60,M,None,OTA,52,Leisure,CAMP_A,True,False,0.38,0.44,True,31.18,7.68,False,139.96,2.36,Low,,,
303,2024-07-03,Flight,HKG,259.44,319.5,0.73,170,128,40896.0,0.753,40982,38,F,None,Agent,81,Leisure,CAMP_B,True,False,0.56,0.01,True,36.72,28.34,False,1754.49,60.39,Low,14360.0,831.93,False
304,2024-03-12,Flight,SIN,706.59,827.3,0.67,197,131,108376.3,0.665,26054,18,M,None,OTA,27,Leisure,CAMP_B,True,False,0.05,0.62,False,29.19,30.77,False,2396.08,13.27,Medium,1116.0,802.95,False
305,2024-05-15,Flight,JFK,560.99,638.25,0.64,360,227,144882.75,0.631,25963,19,F,None,Corporate,73,Other,CAMP_B,True,False,0.35,0.33,True,73.71,30.45,False,2144.96,16.93,Medium,13805.0,816.62,False
306,2024-07-19,Hotel,SYD,186.66,213.86,0.65,108,72,15397.92,0.667,27107,47,F,None,Direct,10,Business,NONE,False,False,0.0,0.62,False,18.7,7.59,False,185.06,11.11,Low,,,
307,2024-03-30,Flight,DXB,598.67,809.2,0.85,147,124,100340.8,0.844,15181,27,M,None,Direct,101,Other,CAMP_A,True,False,0.52,0.17,False,148.37,22.44,False,1962.74,19.05,Low,4078.0,860.47,False
308,2024-05-06,Flight,JFK,633.7,801.65,0.77,345,266,213238.9,0.771,18870,62,M,Silver,Direct,19,Business,CAMP_A,True,True,0.24,-0.11,True,76.63,26.17,False,1859.15,10.03,Low,5262.0,815.57,False
309,2024-02-17,Hotel,SIN,224.28,274.35,0.72,102,74,20301.9,0.725,22102,39,M,Gold,Direct,66,Family,NONE,False,False,0.0,0.94,False,49.36,9.54,False,155.42,3.61,Low,,,
310,2024-05-16,Hotel,HKG,256.59,267.79,0.54,117,58,15531.82,0.496,27094,65,M,None,Agent,29,Family,CAMP_A,True,False,0.58,0.14,False,78.29,9.93,False,126.44,4.94,Low,,,
311,2024-08-30,Hotel,DXB,220.69,298.43,0.85,116,99,29544.57,0.853,17771,59,M,Silver,Direct,57,Other,CAMP_A,True,False,0.26,0.28,False,23.63,10.06,False,176.23,11.91,Low,,,
312,2024-11-02,Hotel,LHR,128.41,142.79,0.61,182,107,15278.53,0.588,49314,42,F,None,Corporate,70,Business,CAMP_C,True,False,0.34,-0.08,True,79.92,9.3,False,142.58,0.79,Medium,,,
313,2024-09-13,Hotel,SIN,100.91,119.86,0.69,218,144,17259.84,0.661,30518,49,M,Silver,OTA,58,Leisure,CAMP_B,True,False,0.09,-0.56,True,25.22,11.06,False,74.56,17.93,Low,,,
314,2024-08-14,Hotel,SYD,188.29,246.05,0.81,183,148,36415.4,0.809,47166,53,F,None,OTA,30,Business,CAMP_A,True,False,0.24,0.48,False,97.96,10.03,False,111.36,4.96,Medium,,,
315,2024-04-19,Hotel,SIN,161.12,207.83,0.79,175,134,27849.22,0.766,19196,55,M,None,Direct,117,Leisure,NONE,False,False,0.0,-0.16,False,61.02,9.39,False,235.02,3.03,Low,,,
316,2024-10-20,Flight,SIN,720.19,872.0,0.71,342,240,209280.0,0.702,11552,63,M,Silver,OTA,8,Leisure,NONE,False,False,0.0,-0.3,False,32.01,24.88,False,2033.74,34.69,Low,13192.0,809.25,False
317,2024-09-09,Hotel,SIN,238.41,258.98,0.59,286,165,42731.7,0.577,44571,54,F,None,Corporate,46,Leisure,CAMP_B,True,False,0.12,0.81,False,66.22,10.23,False,190.58,4.29,Low,,,
318,2024-12-04,Hotel,SYD,181.54,160.66,0.38,162,65,10442.9,0.401,19661,26,F,None,OTA,81,Leisure,CAMP_B,True,False,0.34,-0.64,False,190.2,8.06,False,158.14,21.15,Low,,,
319,2024-04-20,Hotel,DXB,179.65,234.91,0.81,290,236,55438.76,0.814,32243,45,F,None,OTA,4,Family,CAMP_C,True,False,0.03,1.17,False,33.33,7.24,True,120.48,5.89,Low,,,
320,2024-07-14,Flight,DXB,505.47,582.24,0.65,379,243,141484.32,0.641,36973,59,M,Silver,OTA,69,Business,CAMP_A,True,False,0.01,-0.73,False,84.08,28.9,False,1969.51,17.43,High,304.0,795.39,False
321,2024-09-05,Hotel,SYD,172.4,211.23,0.73,129,95,20066.85,0.736,25753,56,M,None,OTA,63,Family,CAMP_B,True,False,0.43,-0.18,False,6.69,6.49,False,160.87,21.0,Low,,,
322,2024-06-08,Flight,SYD,408.98,537.63,0.81,245,202,108601.26,0.824,38386,31,F,None,Direct,75,Business,CAMP_A,True,False,0.1,0.01,True,36.67,23.43,False,1651.33,2.33,Medium,13434.0,834.57,False
323,2024-01-19,Hotel,HKG,240.05,235.91,0.48,117,58,13682.78,0.496,22725,25,F,Platinum,Corporate,120,Family,CAMP_A,True,True,0.14,-0.13,False,29.48,5.87,False,142.56,11.0,Low,,,
324,2024-03-27,Flight,JFK,593.89,657.59,0.61,188,113,74307.67,0.601,10875,41,F,None,OTA,84,Business,CAMP_A,True,False,0.29,0.53,True,96.13,29.53,False,2092.83,17.79,Low,7315.0,710.65,False
325,2024-04-11,Flight,SYD,572.56,805.64,0.91,151,134,107955.76,0.887,31479,46,M,None,Direct,110,Business,CAMP_B,True,False,0.14,0.61,False,32.25,23.96,False,2703.27,2.06,Low,5508.0,763.01,False
326,2024-06-10,Hotel,JFK,251.85,352.92,0.9,220,199,70231.08,0.905,21733,45,F,Silver,Corporate,47,Family,CAMP_B,True,False,0.26,0.17,True,87.55,6.84,False,111.84,0.1,Low,,,
327,2024-04-10,Flight,LHR,333.81,354.29,0.56,248,143,50663.47,0.577,28333,47,M,Platinum,OTA,9,Leisure,NONE,False,False,0.0,0.78,False,41.87,23.12,False,1468.84,86.39,High,3018.0,795.71,False
328,2024-10-15,Flight,HKG,663.69,827.49,0.75,365,267,220939.83,0.732,31406,48,F,None,OTA,92,Leisure,CAMP_C,True,False,0.53,-0.23,False,57.13,23.34,False,2078.76,3.01,Medium,9790.0,962.1,False
329,2024-03-15,Hotel,SIN,237.76,282.65,0.69,227,151,42680.15,0.665,17810,35,F,Gold,Corporate,33,Business,CAMP_C,True,False,0.25,0.85,False,21.44,8.03,False,138.4,12.58,Low,,,
330,2024-09-20,Flight,HKG,639.2,687.07,0.57,375,212,145658.84,0.565,36441,38,F,Silver,OTA,65,Business,CAMP_C,True,False,0.35,-0.57,False,61.06,22.71,False,1811.0,4.71,Low,8156.0,941.65,False
331,2024-05-17,Hotel,SIN,255.6,368.73,0.94,179,163,60102.99,0.911,22363,43,F,None,Corporate,116,Other,CAMP_C,True,False,0.38,0.5,False,39.73,4.2,False,145.98,7.14,Low,,,
332,2024-10-14,Hotel,SIN,182.48,250.91,0.88,206,179,44912.89,0.869,30626,21,M,None,OTA,68,Leisure,CAMP_A,True,True,0.49,0.34,False,24.42,6.05,False,159.21,19.31,Low,,,
333,2024-11-15,Hotel,DXB,212.29,294.61,0.89,179,162,47726.82,0.905,39108,18,F,Silver,Agent,53,Business,CAMP_C,True,False,0.29,1.32,False,126.87,8.51,False,128.04,6.71,Low,,,
334,2024-12-24,Hotel,SYD,219.65,263.12,0.7,214,149,39204.88,0.696,13069,66,M,None,Direct,65,Leisure,CAMP_A,True,False,0.07,-0.19,False,105.38,6.36,False,180.98,12.92,Low,,,
335,2024-12-09,Hotel,LHR,162.48,234.62,0.94,137,132,30969.84,0.964,26024,43,F,None,OTA,104,Business,CAMP_A,True,False,0.02,0.33,False,6.31,8.4,False,185.56,11.12,Low,,,
336,2024-08-25,Flight,SIN,621.7,747.61,0.7,287,197,147279.17,0.686,16893,47,F,None,Agent,24,Leisure,CAMP_C,True,False,0.47,-0.25,True,44.15,34.93,False,2114.63,28.02,Low,6577.0,821.98,False
337,2024-02-07,Hotel,SIN,176.62,195.49,0.61,247,146,28541.54,0.591,10560,55,M,Platinum,Corporate,37,Business,NONE,False,False,0.0,0.33,False,66.15,8.32,False,143.18,3.11,Medium,,,
338,2024-12-01,Flight,CDG,435.11,678.53,1.06,246,246,166918.38,1.0,14164,61,M,None,Corporate,35,Leisure,CAMP_B,True,False,0.42,-0.27,False,34.95,27.28,False,2248.72,29.53,Low,5150.0,904.5,False
339,2024-11-25,Hotel,HKG,111.03,125.79,0.63,138,90,11321.1,0.652,20239,27,M,Silver,Agent,77,Leisure,CAMP_B,True,True,0.39,-0.2,False,39.95,7.21,False,146.21,5.24,High,,,
340,2024-02-05,Flight,SYD,523.38,643.51,0.73,167,120,77221.2,0.719,26035,70,F,Platinum,OTA,37,Business,CAMP_A,True,False,0.45,1.53,True,66.6,31.25,False,1905.36,34.29,Medium,2212.0,903.56,False
341,2024-08-24,Hotel,DXB,238.32,304.31,0.78,191,145,44124.95,0.759,27326,60,M,None,OTA,4,Business,CAMP_A,True,True,0.51,-1.29,False,54.27,8.32,False,110.4,4.63,Low,,,
342,2024-10-03,Flight,SIN,546.02,633.79,0.66,238,155,98237.45,0.651,33926,29,M,None,Agent,59,Business,CAMP_A,True,False,0.48,-0.06,False,15.92,33.27,False,1886.62,25.28,Medium,14784.0,873.87,False
343,2024-11-14,Hotel,JFK,223.7,310.13,0.89,294,261,80943.93,0.888,26473,35,M,Silver,Agent,87,Leisure,CAMP_C,True,False,0.57,0.21,False,151.12,11.28,False,60.16,4.13,Low,,,
344,2024-04-19,Hotel,LHR,225.19,264.08,0.67,100,71,18749.68,0.71,46508,22,F,Silver,Direct,110,Business,NONE,False,False,0.0,0.42,False,65.41,6.57,False,118.98,0.55,Medium,,,
345,2024-04-13,Flight,SIN,505.38,475.37,0.44,351,155,73682.35,0.442,36552,44,F,Gold,Corporate,19,Leisure,NONE,False,False,0.0,-0.06,False,131.13,33.2,False,1549.33,63.65,Low,3911.0,811.69,False
346,2024-01-01,Flight,SYD,299.13,448.63,1.0,359,359,161058.17,1.0,46086,28,F,None,Agent,28,Family,CAMP_C,True,False,0.11,-0.39,False,1.53,33.99,False,1572.39,22.56,Medium,982.0,868.7,False
347,2024-01-23,Flight,LHR,397.84,535.85,0.85,315,263,140928.55,0.835,26156,37,M,Gold,OTA,102,Family,CAMP_A,True,False,0.26,0.22,True,35.22,31.59,True,2168.58,25.63,High,13512.0,898.8,False
348,2024-05-20,Flight,CDG,482.9,576.82,0.69,139,96,55374.72,0.691,41569,24,F,None,Corporate,100,Leisure,CAMP_A,True,False,0.13,-1.11,True,36.89,27.21,False,2131.87,16.65,Low,8901.0,890.79,False
349,2024-06-07,Hotel,JFK,294.86,435.84,0.98,299,295,128572.8,0.987,37367,23,M,None,OTA,117,Leisure,CAMP_C,True,False,0.15,-0.07,False,199.13,7.41,True,176.73,0.61,Low,,,
350,2024-05-08,Hotel,HKG,189.76,202.52,0.57,270,151,30580.52,0.559,33188,70,M,Platinum,Direct,73,Business,CAMP_B,True,False,0.05,-0.23,False,22.2,7.27,False,182.99,10.09,Low,,,
351,2024-01-18,Flight,LHR,478.7,696.09,0.95,168,156,108590.04,0.929,40958,29,F,Silver,Corporate,102,Business,CAMP_B,True,True,0.23,-0.05,False,117.02,29.3,False,2321.66,16.63,Low,9096.0,912.28,False
352,2024-11-01,Hotel,LHR,164.38,212.13,0.79,227,178,37759.14,0.784,22065,67,F,None,Direct,73,Family,CAMP_B,True,True,0.2,0.24,False,52.88,9.13,False,92.38,12.84,Low,,,
353,2024-07-24,Hotel,DXB,172.15,208.27,0.71,219,154,32073.58,0.703,24609,45,F,None,Agent,56,Business,CAMP_B,True,False,0.36,0.57,False,97.21,6.57,False,111.68,6.21,Low,,,
354,2024-05-28,Flight,SYD,396.42,441.64,0.61,374,226,99810.64,0.604,47585,29,M,Silver,OTA,57,Leisure,CAMP_C,True,False,0.51,0.77,True,31.4,31.41,False,2028.29,8.44,Low,642.0,901.9,False
355,2024-04-18,Flight,LHR,494.06,450.67,0.41,302,124,55883.08,0.411,45754,64,M,None,Corporate,1,Other,CAMP_B,True,False,0.24,0.41,False,64.89,24.98,False,1158.7,27.86,Low,3955.0,831.02,False
356,2024-10-20,Flight,LHR,433.35,612.81,0.91,360,332,203452.92,0.922,22152,48,F,None,Corporate,59,Family,CAMP_A,True,False,0.04,1.22,False,9.23,26.58,False,1525.23,56.94,Medium,11683.0,846.54,False
357,2024-03-13,Flight,LHR,238.35,373.9,1.07,300,300,112170.0,1.0,45719,68,M,None,Agent,0,Leisure,NONE,False,False,0.0,-0.01,False,89.06,29.97,False,1670.73,42.8,Low,584.0,840.69,False
358,2024-06-03,Flight,SIN,523.91,755.76,0.94,173,162,122433.12,0.936,44276,63,F,Silver,Agent,95,Business,CAMP_B,True,False,0.12,-0.37,False,26.61,37.96,False,2336.74,20.64,Medium,6810.0,799.69,False
359,2024-09-26,Hotel,SIN,236.01,318.17,0.85,130,106,33726.02,0.815,47655,38,F,Platinum,Corporate,117,Leisure,NONE,False,False,0.0,0.19,True,73.93,7.59,False,131.82,7.94,Medium,,,
360,2024-01-24,Flight,LHR,447.59,526.5,0.68,329,225,118462.5,0.684,23166,57,M,None,OTA,80,Business,CAMP_B,True,False,0.38,0.26,False,33.69,24.78,False,2227.94,1.39,Low,6955.0,873.93,False
361,2024-03-09,Flight,JFK,490.46,684.64,0.9,360,317,217030.88,0.881,35164,30,F,Platinum,Agent,1,Leisure,NONE,False,False,0.0,0.67,False,100.83,29.95,False,2368.88,1.3,Low,2578.0,820.57,False
362,2024-07-29,Hotel,CDG,191.78,230.31,0.7,81,58,13357.98,0.716,22710,61,M,Platinum,Corporate,80,Leisure,CAMP_B,True,False,0.12,0.2,False,103.99,6.73,False,104.0,24.94,Low,,,
363,2024-03-28,Hotel,JFK,258.12,383.44,0.99,96,96,36810.24,1.0,46714,65,M,None,OTA,82,Other,CAMP_C,True,False,0.41,0.12,False,55.94,5.19,False,131.6,5.79,Low,,,
364,2024-02-13,Hotel,HKG,190.84,218.6,0.65,224,145,31697.0,0.647,12529,53,M,None,OTA,74,Business,CAMP_B,True,False,0.49,0.03,False,172.8,6.57,False,140.96,0.52,Low,,,
365,2024-06-20,Hotel,SYD,165.79,225.61,0.86,89,76,17146.36,0.854,49317,32,M,None,Corporate,64,Business,CAMP_B,True,True,0.38,-0.21,False,22.55,6.58,False,156.83,16.11,Medium,,,
366,2024-12-11,Flight,JFK,444.56,453.77,0.52,213,114,51729.78,0.535,27816,38,F,None,Agent,120,Leisure,NONE,False,False,0.0,-0.08,False,49.46,23.54,False,1298.37,4.42,Medium,8523.0,843.8,False
367,2024-01-19,Flight,DXB,467.79,468.33,0.5,256,123,57604.59,0.48,27388,55,F,Gold,OTA,46,Leisure,CAMP_C,True,False,0.05,0.26,False,60.51,26.68,False,1583.27,39.73,Low,12107.0,791.75,False
368,2024-12-03,Hotel,JFK,130.53,141.04,0.58,89,52,7334.08,0.584,11788,32,F,Gold,Agent,74,Other,CAMP_B,True,False,0.26,0.33,True,216.27,8.38,False,155.31,1.37,Medium,,,
369,2024-01-05,Hotel,DXB,256.8,329.01,0.78,124,99,32571.99,0.798,46756,36,M,Silver,Direct,91,Leisure,CAMP_B,True,False,0.05,0.32,False,112.55,7.66,False,158.92,4.27,Low,,,
370,2024-01-08,Hotel,JFK,183.83,243.14,0.82,199,158,38416.12,0.794,35624,28,M,Silver,Agent,0,Leisure,NONE,False,False,0.0,1.08,False,75.45,3.99,False,110.6,7.45,High,,,
